Desert,Mountain,Water,Land,Forest,Snow,Average_Temperature,Is_Raining,Had_A_Good_Sleep,Winner,Winner_Time,Second,Second_Time,Third,Third_Time
5345,4372,5125,9853,621,3206,18,No,Yes,rat,207,horse,213,dog,222
1335,1351,2155,1712,709,1665,10,No,No,dragon,75,horse,77,monkey,78
8298,6597,4668,2051,6088,8520,13,No,Yes,monkey,280,goat,298,dragon,308
7366,7934,5598,161,3490,9736,25,No,No,monkey,261,snake,275,rat,276
4215,2794,3107,6133,1302,9884,34,No,Yes,dog,207,goat,217,horse,220
3241,9579,7378,9435,4093,3947,20,No,Yes,rat,280,horse,281,dragon,294
8867,6085,9396,8045,4932,3021,10,No,Yes,dragon,329,horse,335,monkey,351
9061,47,5999,9536,3285,3547,35,No,No,pig,188,ox,190,rabbit,194
3603,1912,7324,9991,4652,9167,27,No,Yes,dog,283,rat,293,snake,295
9037,1346,232,2526,4030,6032,33,No,No,dog,161,snake,173,monkey,189
7390,1686,2941,4593,6479,8184,29,No,No,dog,228,snake,237,monkey,249
2915,252,9151,8966,942,3127,23,No,No,rat,186,pig,192,dog,203
1131,2266,8367,7451,7916,8967,25,No,Yes,rooster,284,monkey,286,dog,286
7639,8162,3722,5149,4694,4206,26,No,Yes,rat,256,snake,259,horse,259
5339,6053,5416,6072,5217,9708,11,No,Yes,goat,297,monkey,297,horse,307
5183,9478,4077,4271,8978,2393,24,No,Yes,snake,255,tiger,258,horse,263
4777,176,6272,2311,3199,5281,16,No,Yes,dog,171,tiger,176,rat,177
107,7165,3619,5966,1640,5948,13,No,No,goat,167,rooster,172,horse,177
7108,7081,2491,3276,3237,5514,30,No,No,snake,221,rat,224,dog,224
8208,9178,8444,359,5089,319,30,No,No,tiger,231,dragon,231,rat,232
9740,7852,1625,8663,7901,9232,22,No,Yes,horse,334,dog,335,snake,336
997,7268,9313,8408,7656,2474,11,No,No,rooster,279,dragon,281,horse,287
9290,8271,7325,5950,7519,9035,22,No,Yes,snake,369,dog,371,rat,374
1518,4626,5875,2314,5976,8888,10,No,Yes,monkey,217,goat,221,rooster,237
4438,7227,323,6026,5847,146,27,No,Yes,horse,157,snake,174,goat,177
3303,7923,7883,9707,6726,1469,13,No,No,horse,282,dragon,295,rooster,299
5266,2529,6904,273,2724,3378,11,No,Yes,dragon,166,monkey,179,tiger,202
2847,8159,3405,4329,689,7229,16,No,No,goat,192,horse,202,rat,206
7378,9525,7207,1337,4932,1186,12,No,Yes,dragon,235,monkey,258,horse,269
3551,6890,5391,1392,6650,8240,30,No,No,monkey,237,goat,246,snake,250
3488,2730,3204,3463,8666,5271,33,No,No,snake,199,tiger,204,monkey,204
5006,6660,3225,3560,5734,264,30,No,Yes,snake,184,tiger,185,rat,186
4046,6210,9131,3278,2108,3573,39,No,No,pig,196,rat,210,dragon,210
9971,5327,7103,5863,190,4177,10,No,No,dragon,266,horse,274,monkey,292
2970,1737,9661,4198,3407,5756,11,No,No,dragon,223,monkey,235,pig,245
4362,3382,6100,8792,183,956,35,No,No,pig,137,ox,153,rabbit,153
9062,3071,6116,5897,8482,4539,28,No,Yes,dog,281,snake,283,tiger,287
6694,7758,9484,6881,5252,5369,12,No,Yes,dragon,330,monkey,343,horse,345
1863,1750,7995,732,7705,7728,31,No,Yes,tiger,208,monkey,210,snake,222
8421,5801,5930,659,5157,3110,17,No,No,tiger,220,rat,225,snake,227
4512,1699,5980,1925,4642,9164,10,No,Yes,monkey,219,goat,240,dragon,244
1394,397,5457,3647,1073,9579,26,No,No,dog,170,monkey,173,goat,179
2537,933,5939,1070,2763,5196,39,No,Yes,rabbit,128,pig,129,ox,145
479,242,6674,2282,6161,534,15,No,Yes,pig,120,dragon,132,monkey,138
9994,2069,1153,3206,5143,4276,27,No,No,dog,182,snake,190,rat,206
4436,8348,4562,5475,5933,1558,24,No,No,rat,230,horse,230,snake,232
1384,5151,2477,7005,1919,3556,31,No,No,horse,149,goat,159,rooster,159
8661,247,8425,2313,7572,8431,19,No,Yes,dog,271,tiger,276,snake,281
243,5199,4916,9834,7883,5088,37,No,No,ox,183,pig,188,rabbit,195
1635,8036,6527,8582,8476,4205,14,No,Yes,rooster,283,horse,284,goat,284
6162,6988,6414,1656,5761,9056,34,No,Yes,monkey,276,tiger,286,snake,286
2478,8360,7524,4864,3739,3042,40,No,No,pig,199,ox,211,rabbit,216
5655,8264,8042,6715,9193,5329,34,No,Yes,tiger,335,snake,335,rat,339
9092,101,4784,4188,8166,6066,23,No,Yes,dog,235,snake,244,tiger,250
4460,1502,9991,8142,302,8072,38,No,No,rabbit,197,pig,205,ox,233
2996,9206,2799,7468,138,7418,14,No,Yes,horse,211,goat,211,rooster,231
6546,258,6742,1471,8153,1477,26,No,Yes,tiger,172,snake,188,dog,190
7857,3621,6960,5534,5504,6341,39,No,Yes,ox,235,rabbit,237,pig,242
9341,6857,5468,9726,844,5595,19,No,Yes,rat,276,horse,287,dog,291
8927,2140,1790,7340,9549,5877,30,No,No,dog,253,snake,259,horse,278
9107,3396,4930,9825,4134,3634,31,No,No,dog,260,rat,262,snake,273
1414,1376,2133,9421,4378,3158,14,No,Yes,horse,150,pig,157,rooster,160
885,412,5858,1208,8598,9884,34,No,No,monkey,194,tiger,207,goat,210
3434,8556,3337,4831,6386,1164,26,No,Yes,horse,203,snake,209,goat,209
5475,4577,4865,3039,3455,5041,37,No,Yes,rabbit,178,ox,179,pig,188
4609,7654,6593,7538,1788,5302,25,No,Yes,rat,250,horse,260,dragon,267
5555,7810,342,797,1286,2512,34,No,Yes,horse,134,rat,139,goat,139
2614,7722,7438,9553,7383,1554,25,No,No,rat,274,horse,274,tiger,282
4395,3545,4420,6488,2700,7496,15,No,Yes,horse,233,monkey,238,goat,240
1903,722,3170,5705,6926,4811,19,No,No,snake,176,dog,176,goat,185
3443,571,4383,4380,6130,472,21,No,Yes,tiger,143,snake,147,dog,149
9218,6099,6062,6787,8,7104,33,No,No,rat,263,dog,275,horse,286
9192,6925,4598,1251,2595,6361,10,No,No,monkey,249,dragon,253,horse,264
2033,4286,9044,758,4551,2637,21,No,Yes,dragon,170,tiger,171,rat,183
2737,6382,5955,4478,1174,7119,28,No,Yes,rat,216,dragon,219,goat,221
9590,6003,4963,5242,3305,4738,29,No,No,rat,256,dog,261,snake,266
9177,5351,9470,4525,6974,7304,29,No,No,tiger,336,rat,337,dog,337
7425,7433,3744,6140,1747,9639,40,No,Yes,rabbit,212,ox,223,pig,267
761,3620,7496,1957,1740,8549,28,No,No,monkey,188,dragon,189,goat,196
9677,6146,8651,5408,6655,869,22,No,No,rat,277,tiger,284,snake,292
6569,1089,1398,9843,8345,3928,34,No,Yes,dog,219,snake,226,horse,228
9201,6140,1467,9147,1836,4791,26,No,Yes,horse,231,rat,241,dog,242
267,5694,3562,660,9489,149,17,No,No,tiger,130,monkey,139,goat,142
3080,4702,9397,8122,3606,9609,14,No,Yes,monkey,316,dragon,318,goat,320
9001,1864,9974,4125,8546,1915,15,No,No,dragon,299,monkey,308,pig,310
2970,1175,8254,4975,4710,2895,31,No,No,tiger,193,rat,195,dog,202
2885,7125,6767,7366,6615,4986,31,No,No,snake,280,horse,280,rat,281
1737,9078,9964,1443,9629,6646,37,No,Yes,pig,263,ox,280,tiger,285
1918,4202,4432,80,8226,1404,10,No,Yes,monkey,151,goat,163,dragon,164
2925,2329,5260,9063,9524,7899,32,No,No,snake,281,dog,282,goat,291
3291,9278,8741,7198,9142,4511,34,No,No,tiger,325,rat,329,snake,329
4338,1901,5496,3872,8728,6729,32,No,No,snake,237,tiger,239,dog,239
3447,4851,7653,5345,1092,6181,38,No,No,rabbit,184,pig,194,ox,205
3822,4773,2947,2406,8676,842,33,No,No,tiger,168,snake,171,monkey,181
6988,6211,7897,7209,5786,6917,18,No,No,rat,319,snake,324,dog,325
7404,8684,5646,377,3622,7928,28,No,Yes,monkey,260,rat,266,snake,268
6130,4053,8792,5803,981,6458,31,No,No,rat,242,dog,260,dragon,261
327,1804,4098,8910,3663,692,23,No,Yes,pig,126,horse,139,rooster,140
5012,8035,315,8285,1719,1235,26,No,Yes,horse,151,rat,178,goat,185
3109,3931,8067,506,8921,3160,32,No,No,tiger,194,snake,216,monkey,216
7180,5146,4247,6258,97,532,34,No,Yes,rat,161,horse,178,dog,185
5974,8701,9250,8462,3668,1003,18,No,Yes,rat,266,dragon,284,horse,294
2101,9492,1124,3936,496,6182,18,No,Yes,goat,149,horse,160,monkey,174
8600,3720,8722,7194,5347,8714,13,No,Yes,monkey,354,dragon,363,horse,365
5401,3242,24,8430,3821,5210,38,No,Yes,ox,123,rabbit,136,pig,167
3840,7634,1052,4718,2858,8875,31,No,Yes,goat,198,horse,211,monkey,216
3143,4183,6310,9998,8582,8877,12,No,No,goat,320,horse,323,rooster,324
789,4130,461,2386,4207,3511,40,No,Yes,ox,82,rabbit,93,goat,100
8032,647,6004,7918,9174,279,23,No,No,dog,237,snake,239,tiger,241
113,2076,2432,3607,7898,3890,17,No,No,rooster,143,goat,144,snake,147
3646,7126,8137,3147,8636,5266,19,No,Yes,tiger,272,monkey,278,snake,281
5271,3404,2302,2987,599,3104,15,No,Yes,horse,142,dragon,151,monkey,152
8839,3093,2048,1330,5184,7408,26,No,Yes,dog,204,snake,211,monkey,219
8156,6379,9075,2023,2806,1498,38,No,Yes,pig,214,rat,217,dragon,225
8955,8555,8406,4751,9177,3380,24,No,No,tiger,326,snake,332,rat,333
3336,1232,1479,400,5249,6011,21,No,No,monkey,128,dog,132,snake,134
5290,7126,2124,4283,5401,8032,10,No,Yes,goat,238,monkey,243,horse,249
5836,8177,2455,7182,5379,5905,12,No,Yes,horse,255,goat,263,monkey,275
1733,6365,6984,3114,9477,504,15,No,No,dragon,218,monkey,219,goat,229
4957,144,2035,3721,8613,3646,40,No,Yes,ox,125,pig,144,rabbit,151
8685,7482,545,7796,489,161,11,No,No,horse,162,ox,205,dragon,213
4454,695,5290,6756,8544,3606,11,No,No,pig,234,horse,244,monkey,244
5909,6474,7581,2286,1784,5795,39,No,No,rabbit,212,pig,220,ox,223
7702,6649,922,7197,4402,9339,38,No,No,ox,196,rabbit,200,pig,259
4796,4624,9102,8262,5446,6546,10,No,No,dragon,322,monkey,324,horse,325
9524,3983,5653,2493,5581,9489,16,No,No,dog,279,snake,289,monkey,292
5435,5268,4465,3684,8871,672,10,No,No,monkey,227,horse,230,dragon,238
5081,2083,5789,2317,6775,3929,23,No,No,tiger,195,snake,201,dog,203
8631,3696,5089,5487,8680,4690,37,No,No,ox,221,pig,237,rabbit,245
4546,882,9305,8705,8370,1195,19,No,Yes,pig,244,tiger,250,rat,255
8064,4898,8465,4881,4742,5622,35,No,Yes,pig,250,ox,255,rabbit,257
9160,2271,6949,6096,3790,4992,11,No,Yes,dragon,288,horse,289,monkey,291
4254,6938,4736,1912,4604,5962,26,No,No,monkey,219,goat,223,snake,224
1912,4357,2652,34,2826,6699,40,No,Yes,rabbit,119,ox,129,monkey,133
3127,2148,5319,8900,4307,8104,20,No,No,dog,244,horse,254,snake,255
8764,6741,2246,3944,188,8212,36,No,Yes,rabbit,179,ox,189,rat,231
2310,7588,4895,800,3232,2753,24,No,Yes,dragon,156,tiger,166,monkey,166
4194,12,3755,7108,4814,6894,17,No,Yes,dog,197,snake,209,horse,219
2406,661,2914,2384,3747,5220,38,No,Yes,rabbit,106,ox,112,pig,117
4789,4902,9072,479,8065,9377,29,No,Yes,monkey,279,tiger,280,snake,292
5477,2464,9802,7847,825,1693,31,No,Yes,rat,199,dragon,223,dog,229
3244,8985,5865,4079,3258,4380,23,No,Yes,dragon,226,rat,227,goat,233
7525,5097,9900,290,7746,7466,16,No,Yes,tiger,285,monkey,300,snake,303
8467,4779,276,2983,575,9319,36,No,No,rabbit,145,ox,156,dog,193
4972,9876,4588,4565,4267,3792,25,No,Yes,rat,243,horse,245,goat,249
8693,2584,9417,5974,7562,5174,38,No,No,pig,254,ox,268,rabbit,276
6011,8456,8670,7269,4189,4880,39,No,Yes,pig,261,ox,265,rabbit,270
6801,8981,497,6198,3880,4917,13,No,Yes,horse,217,goat,232,monkey,245
3182,8763,6968,8733,5633,4627,17,No,No,horse,289,rat,291,goat,297
7268,8075,479,3536,8787,41,35,No,Yes,ox,149,pig,194,snake,198
6969,3962,3830,1527,9749,3090,39,No,No,ox,182,pig,200,tiger,210
2196,9713,4704,9796,9963,2309,26,No,No,horse,274,goat,283,rooster,284
7193,4614,6266,1536,4559,8427,22,No,No,monkey,257,dog,258,snake,260
3166,5773,4507,8888,2851,6964,15,No,Yes,horse,240,goat,249,rooster,255
992,8687,5104,9233,5931,5363,39,No,No,ox,205,rabbit,215,pig,217
6331,2636,1037,5596,9762,6140,26,No,Yes,dog,228,snake,229,monkey,243
3271,6152,4762,449,8547,6287,25,No,Yes,monkey,213,tiger,220,goat,224
4863,7256,9844,952,6231,3641,37,No,No,pig,230,tiger,243,dragon,246
8148,4732,1562,1993,7024,8962,39,No,Yes,ox,193,rabbit,201,dog,242
6136,3571,3068,5291,1275,5974,27,No,Yes,dog,193,rat,195,snake,202
2664,1975,681,3181,1122,4672,13,No,Yes,horse,110,goat,110,monkey,114
9447,1273,9296,9571,5699,2749,27,No,Yes,rat,283,dog,287,snake,300
9994,2421,7656,9202,5457,8481,31,No,No,dog,323,rat,338,snake,341
1471,8284,2978,3398,9484,4129,21,No,Yes,goat,203,monkey,212,snake,220
8685,6347,44,2815,2246,5280,24,No,No,horse,191,dog,191,snake,192
5248,8343,3123,1311,7256,3624,36,No,Yes,ox,183,rabbit,211,pig,212
9808,6771,4350,9686,6698,3204,32,No,Yes,horse,305,rat,306,dog,306
5805,5511,5093,8380,870,1833,12,No,Yes,horse,205,dragon,225,pig,241
7269,5074,5493,4168,8799,1463,16,No,No,tiger,238,snake,242,rat,251
3677,9332,6104,5641,4235,3084,40,No,No,ox,209,pig,215,rabbit,223
870,5436,444,5363,2050,4371,29,No,Yes,goat,119,horse,120,rooster,127
7533,9872,3762,1910,3326,5079,30,No,Yes,rat,241,snake,245,monkey,246
7498,92,496,3447,9278,5721,18,No,No,dog,182,snake,187,tiger,205
3981,3921,5350,7552,5797,3558,31,No,Yes,rat,235,snake,236,horse,237
6932,3747,9526,1058,5183,5881,39,No,Yes,pig,230,rabbit,244,tiger,246
8033,5421,867,4213,9026,247,17,No,No,snake,196,tiger,207,horse,208
9613,204,4844,8879,4029,1929,37,No,Yes,ox,173,pig,176,rabbit,189
5279,8566,3432,4297,3465,137,33,No,No,rat,183,horse,185,dragon,194
6142,5708,5889,4621,5358,9227,40,No,No,rabbit,233,ox,240,pig,260
7807,6922,9979,9134,2091,4697,23,No,Yes,rat,296,dragon,324,dog,326
4235,7148,1109,7623,8392,5526,15,No,Yes,horse,241,goat,242,monkey,260
7058,6927,2788,2730,8362,1330,34,No,No,snake,213,tiger,216,monkey,229
6647,9353,6427,8580,9014,6529,13,No,No,horse,361,goat,367,monkey,370
8750,6105,9706,6010,5254,96,12,No,Yes,dragon,283,horse,306,monkey,318
4741,3809,8943,5383,4924,6419,10,No,Yes,dragon,282,monkey,283,horse,302
2741,7207,2962,4303,5890,3208,20,No,No,goat,194,horse,197,snake,200
311,6669,8812,1827,9741,2867,18,No,No,tiger,213,dragon,229,monkey,229
610,8418,1319,1426,9540,2315,17,No,No,goat,146,monkey,160,rooster,165
666,5462,9752,3386,8127,9546,35,No,No,pig,243,rabbit,248,ox,264
3634,585,2818,8112,8407,4281,12,No,Yes,horse,214,pig,216,ox,228
828,8850,3122,9427,7102,7171,11,No,Yes,goat,245,rooster,252,horse,255
6959,2640,2507,8683,7074,9876,20,No,No,dog,274,snake,287,horse,293
2206,1582,9744,3566,3917,1178,28,No,Yes,tiger,164,rat,167,dragon,168
26,552,631,9582,5807,2139,30,No,No,ox,113,pig,114,horse,118
1070,6593,9120,1742,4082,2253,11,No,Yes,dragon,172,monkey,202,goat,214
1142,3516,8059,6259,3448,2000,27,No,Yes,rat,183,dragon,189,pig,192
1303,1974,2116,6739,7869,5604,20,No,Yes,goat,187,rooster,188,snake,191
2278,9242,4785,9155,285,7601,10,No,No,horse,239,goat,243,rooster,253
4529,3012,2645,5202,4230,981,25,No,No,horse,157,rat,158,snake,158
597,7804,9623,7083,9120,2551,23,No,No,tiger,276,rooster,281,dragon,284
8333,4937,7607,6659,2728,4798,35,No,Yes,pig,235,ox,236,rabbit,236
6191,4789,2148,9894,9670,3151,16,No,Yes,horse,257,snake,262,dog,266
6201,8710,1281,6763,9179,258,19,No,Yes,horse,223,snake,232,tiger,246
459,1595,6849,7720,2460,4970,33,No,No,pig,187,rat,188,rooster,189
5893,4843,6299,7361,7592,58,40,No,Yes,pig,189,ox,196,rabbit,231
3295,7521,7346,4128,3820,9379,11,No,Yes,monkey,276,goat,277,dragon,283
9609,1669,4565,6250,8252,541,33,No,No,dog,225,snake,228,tiger,233
8928,6494,7634,1177,9229,6937,19,No,Yes,tiger,304,snake,311,monkey,316
6114,7877,1949,4820,9286,2516,16,No,Yes,snake,236,horse,241,tiger,248
6965,1883,1757,834,9494,33,23,No,No,tiger,142,snake,144,dog,153
3083,650,1236,9924,4206,2333,26,No,Yes,horse,145,ox,150,pig,153
3383,8171,3180,215,5099,7626,16,No,Yes,goat,196,monkey,196,snake,215
7789,5095,3395,5542,8994,1008,23,No,Yes,snake,232,tiger,239,dog,241
7490,4497,3468,3753,3376,2591,15,No,Yes,horse,205,monkey,213,dragon,214
1380,5617,2474,6990,3446,5314,25,No,Yes,goat,179,horse,180,rooster,183
130,5913,3257,3619,9792,7152,18,No,No,goat,200,monkey,210,rooster,213
8146,1532,7038,8115,1485,6575,38,No,Yes,rabbit,200,pig,214,ox,215
5877,3677,778,2775,9772,4781,10,No,No,monkey,205,goat,215,horse,220
5345,1776,2443,6926,6068,8993,29,No,Yes,dog,231,snake,241,horse,250
6801,9166,4761,5103,5058,1313,26,No,No,rat,240,horse,245,snake,248
5400,8360,674,6482,8447,4599,14,No,No,horse,239,goat,244,monkey,257
2849,9104,8264,8403,8417,1436,17,No,No,rat,293,tiger,295,horse,296
5510,9811,6300,7358,8793,1318,19,No,Yes,snake,296,horse,296,rat,297
7471,6407,3919,4238,7807,1524,16,No,No,snake,234,tiger,238,rat,244
8759,1894,3871,4344,7581,8539,31,No,No,dog,255,snake,266,monkey,279
8940,9985,7763,4965,2566,2241,34,No,Yes,rat,262,dragon,278,tiger,290
1034,1394,2687,6126,9975,345,19,No,Yes,pig,146,snake,153,tiger,155
6347,7885,9020,445,5475,8451,32,No,Yes,monkey,293,tiger,294,dragon,295
8886,7054,7116,570,9256,7758,23,No,Yes,tiger,308,snake,313,monkey,313
3123,9574,2945,3777,3670,9602,35,No,Yes,rabbit,195,ox,202,goat,223
8625,2079,202,7101,8573,121,35,No,Yes,ox,122,pig,161,rabbit,174
2700,2496,9674,5131,4512,1730,23,No,Yes,rat,199,tiger,200,dragon,205
9714,4520,9841,4837,7710,2302,39,No,Yes,pig,254,ox,273,tiger,293
2732,8569,3224,4435,3698,9412,31,No,Yes,goat,222,monkey,238,horse,245
4841,459,1507,2664,7678,7217,13,No,No,monkey,184,goat,195,horse,209
6731,7916,4681,5934,4788,9571,16,No,No,snake,310,goat,310,monkey,311
1709,4148,8794,3507,1823,2781,32,No,No,dragon,166,rat,170,tiger,181
3767,2185,4236,4859,7104,9232,20,No,No,dog,238,monkey,241,snake,242
4815,3478,1827,6475,7266,1758,23,No,No,snake,187,horse,188,dog,192
3745,9152,9728,8133,9404,2076,28,No,Yes,tiger,320,rat,323,snake,330
2591,596,5012,3910,6488,593,21,No,Yes,tiger,139,pig,146,snake,148
8472,7556,506,9381,5356,4622,19,No,No,horse,248,snake,268,dog,268
1383,7198,5580,5663,6995,8625,12,No,Yes,goat,256,monkey,265,rooster,268
678,327,9399,9441,2327,7321,33,No,No,pig,229,rat,232,dog,235
9435,3873,4925,4489,1789,4105,23,No,No,rat,212,dog,218,snake,228
5955,9616,5944,112,1670,2192,40,No,No,dragon,180,rat,185,ox,196
7025,3017,5490,6707,3365,7678,31,No,No,dog,253,rat,261,snake,265
2062,2624,7050,7719,3028,6900,36,No,No,rabbit,174,pig,179,ox,193
8639,3378,4125,4818,3225,9715,13,No,Yes,monkey,277,horse,286,goat,291
8694,4314,2882,8395,7769,1104,34,No,Yes,snake,245,dog,245,horse,248
6759,7247,3607,1344,9937,322,38,No,No,ox,183,pig,201,tiger,206
6536,9949,6443,1177,8741,2157,26,No,No,tiger,254,snake,266,dragon,271
8183,8755,4719,3927,6520,9277,38,No,No,ox,261,rabbit,268,pig,305
398,9009,4156,7994,1808,1941,10,No,No,horse,168,rooster,177,goat,180
7886,2036,9672,5517,2811,3582,12,No,Yes,dragon,260,monkey,284,pig,284
8542,2637,6583,1360,2323,1414,13,No,No,dragon,186,monkey,206,rat,209
345,8952,5505,9128,6851,7608,34,No,No,goat,269,rooster,271,horse,284
3685,9760,628,4569,7127,2727,14,No,Yes,goat,193,horse,195,monkey,210
2963,8063,8597,2733,3490,1870,15,No,Yes,dragon,196,monkey,227,horse,237
961,9836,7503,141,3393,6949,26,No,Yes,dragon,204,monkey,211,goat,213
5919,8316,523,1457,4902,6160,20,No,Yes,goat,194,monkey,199,snake,205
7542,9167,6192,687,5229,3357,25,No,Yes,tiger,245,rat,247,dragon,247
1789,955,3362,7670,7963,7758,38,No,Yes,ox,160,rabbit,161,pig,172
4024,295,57,6344,4512,23,17,No,Yes,ox,100,horse,104,dog,105
8553,318,7560,6303,3515,627,11,No,Yes,pig,225,dragon,233,horse,239
8956,5560,479,1992,8924,8337,18,No,Yes,snake,248,dog,252,monkey,253
7824,5641,1215,8572,7297,3306,38,No,No,ox,171,rabbit,209,pig,215
9220,4108,4012,8803,486,6607,30,No,Yes,rat,248,dog,249,horse,258
8634,5631,4777,408,4607,1235,38,No,Yes,ox,179,tiger,190,rat,191
2420,1734,2722,1657,6475,2275,14,No,No,monkey,134,goat,144,horse,149
9652,7340,7691,8233,4658,2641,24,No,Yes,rat,295,snake,316,dog,316
3885,1004,7371,7971,7351,8575,37,No,Yes,rabbit,216,pig,219,ox,227
2447,9476,3354,4624,9260,5593,19,No,Yes,goat,241,monkey,254,snake,260
313,9801,717,8776,1971,4871,32,No,Yes,horse,159,goat,161,rooster,168
2952,6096,7380,7603,2377,2054,25,No,No,rat,207,dragon,220,horse,222
3669,7019,7753,4689,6166,1020,20,No,Yes,tiger,228,rat,229,dragon,232
7506,5393,1564,438,9179,101,29,No,No,snake,168,tiger,169,dog,185
5145,5683,3112,4010,596,3175,10,No,No,horse,167,dragon,176,goat,183
8262,2163,8151,9078,1587,7507,33,No,Yes,rat,279,dog,280,snake,301
4991,2522,6366,8336,7487,6512,25,No,Yes,dog,277,snake,282,rat,291
2749,4152,3869,1191,5782,2906,32,No,No,tiger,153,monkey,158,snake,159
5951,4390,715,8415,6046,4725,21,No,No,horse,213,dog,223,snake,224
1373,4001,6516,3883,9569,9990,25,No,Yes,monkey,261,goat,266,tiger,275
2931,1519,4821,1178,2137,6777,11,No,No,monkey,154,dragon,165,goat,169
7561,7722,4533,3739,6286,2587,32,No,No,snake,247,rat,248,tiger,250
8364,8802,585,5037,5219,9825,29,No,Yes,goat,278,snake,284,horse,284
6798,9329,9031,5545,3965,9962,12,No,Yes,dragon,357,monkey,357,goat,367
8124,5065,5080,5427,8123,8745,29,No,Yes,dog,309,snake,310,monkey,320
3248,7059,7717,5142,2903,374,15,No,Yes,dragon,194,horse,215,monkey,229
6693,5417,6188,1987,6450,8929,29,No,No,monkey,274,snake,279,dog,282
3371,2715,7355,4765,1188,3665,18,No,No,rat,173,dragon,182,tiger,190
889,4140,8056,247,2046,8134,21,No,Yes,dragon,177,monkey,180,tiger,192
9648,8510,1675,1091,2190,2459,37,No,Yes,ox,165,rat,189,rabbit,189
522,9339,260,5434,3959,2426,21,No,Yes,goat,129,horse,134,rooster,141
3858,3756,5662,5208,8092,8288,34,No,No,snake,270,monkey,270,dog,271
7655,1195,1020,3467,6297,3098,10,No,No,horse,187,monkey,188,ox,195
1019,3667,3695,8180,7866,8287,14,No,No,goat,236,rooster,238,monkey,249
3717,1214,8917,2651,4639,7478,30,No,No,tiger,226,dog,231,rat,234
262,5155,1896,7171,6631,7826,33,No,Yes,goat,191,rooster,197,horse,210
9538,8210,327,1164,9488,857,35,No,No,ox,166,snake,207,tiger,215
6879,5277,7560,8029,3322,2978,35,No,No,pig,216,ox,221,rabbit,230
2853,8343,419,1581,6095,3655,32,No,No,goat,149,monkey,161,horse,166
953,6212,9904,6458,3144,3498,17,No,Yes,dragon,224,rat,227,tiger,241
3916,7451,7279,521,3154,8369,38,No,No,rabbit,214,ox,232,monkey,235
3695,8922,5895,542,7523,7314,15,No,Yes,monkey,247,goat,255,dragon,268
6121,4345,163,430,9174,1907,12,No,No,monkey,163,goat,176,horse,177
2156,8881,7342,5828,1405,6924,38,No,No,rabbit,208,ox,225,pig,225
5975,2228,9151,7238,2864,52,20,No,No,rat,196,tiger,217,dragon,221
9409,4407,9988,3050,5385,8662,28,No,No,rat,322,dog,323,tiger,324
5822,5524,783,5012,934,4142,11,No,Yes,horse,157,goat,177,monkey,184
3461,7883,643,4440,7848,5877,18,No,Yes,goat,203,horse,217,monkey,219
4832,864,754,5929,3973,4950,33,No,Yes,dog,151,horse,160,snake,161
4407,6886,153,2963,9597,7129,12,No,No,goat,213,monkey,220,horse,235
6130,5678,3106,7107,376,8817,36,No,No,rabbit,170,ox,187,pig,224
4406,5511,132,7074,96,4716,27,No,Yes,horse,142,goat,163,rat,165
4284,4397,8329,9070,5889,1146,33,No,Yes,rat,247,tiger,260,snake,262
5188,841,2329,647,7353,4127,28,No,No,snake,150,tiger,151,dog,152
9974,3714,7442,7744,3220,3234,18,No,No,rat,260,dog,271,snake,281
8639,7672,4645,9856,3216,3908,13,No,No,horse,280,dragon,322,goat,322
2884,4870,7174,9633,1549,305,27,No,Yes,rat,186,horse,199,pig,204
4230,1923,2893,2545,9463,8890,38,No,No,ox,179,rabbit,185,pig,205
1232,9497,1925,847,1430,77,38,No,No,dragon,96,goat,97,ox,102
117,7926,1487,7803,9415,2978,28,No,Yes,goat,192,rooster,193,horse,199
9181,5500,152,2206,6662,245,37,No,No,ox,130,snake,169,pig,174
7868,4679,860,9619,4844,7047,29,No,Yes,horse,251,dog,254,snake,262
8729,1057,2251,8548,9415,6245,21,No,No,dog,256,snake,267,horse,284
1742,6132,8644,629,527,5325,24,No,No,dragon,160,rat,176,tiger,186
1651,6477,4386,1536,4398,3277,19,No,Yes,goat,164,monkey,164,dragon,165
1747,7320,4254,2456,7408,4853,40,No,No,ox,179,pig,193,rabbit,195
255,9457,1670,21,416,1828,14,No,No,goat,78,dragon,85,horse,95
5537,5362,3276,7965,2973,9594,22,No,Yes,dog,265,horse,266,goat,270
40,8581,7505,7836,9929,1198,23,No,Yes,rooster,254,tiger,262,goat,265
6946,3766,7910,6538,5990,3175,31,No,No,rat,262,tiger,268,dog,269
9369,5207,4684,7935,5920,4572,22,No,No,dog,285,rat,289,snake,289
2076,3188,2317,2894,616,1886,22,No,No,rat,98,horse,102,dragon,104
4982,9821,7554,1918,5549,2361,37,No,No,pig,229,ox,232,dragon,238
8944,2488,1395,855,4334,6491,16,No,Yes,dog,176,snake,185,monkey,194
3176,6259,7975,9672,3986,8359,33,No,No,rat,307,horse,311,goat,316
1589,5800,2017,5642,7642,2407,13,No,Yes,goat,177,horse,180,rooster,184
1720,3542,6821,588,5667,4911,36,No,Yes,pig,159,tiger,174,rabbit,174
4524,7567,2533,3879,3645,3454,33,No,No,horse,192,goat,195,rat,197
1937,7062,2411,6542,8107,876,31,No,Yes,horse,186,goat,194,snake,199
